count,pos,description,pos_type,word
3,,,"nn","Edy"
1,,,"nn","sonfils"
1,,,"nn","Charitee"
1,,,"nn","Jean-Marc"
16,,,"nn","POKO"
1,,,"nn","SEKIRITE"
29,,,"nn","gate"
1,,,"nnp","Dean"
9,,,"nn","Fermathe"
1,,,"nnp","California"
2,,,"nn","fyč"
1,,,"nn","transfé"
1,,,"nn","KOUZIN"
4,,,"nn","dif"
5,,,"nn","reponse"
3,,,"nn","bezouin"
2,,,"nn","Dube"
1,,,"nns","-hours"
3,,,"nns","orphanages"
4,,,"nn","okap"
1,,,"nn","Evangélique"
2,,,"nn","vininon"
1,,,"nn","transfert"
1,,,"nn","jerak"
4,,,"nn","aime"
15,,,"nn","TE"
1,,,"nns","exhibits"
2,,,"nn","ronald"
1,,,"nnp","Alex"
1,,,"nn","BICHaiti"
1,,,"nn","mayhem"
3,,,"nn","insulin"
4,,,"nn","Thiotte"
2,,,"nn","LEAU"
3,,,"nn","soeurs"
1,,,"nn","jerel"
1,,,"nn","solèy"
3,,,"nn","Lakay"
2,,,"nn","plumber"
1,,,"nnp","Auntie"
5,,,"nnp","Peace"
1,,,"nn","ant√®n"
3,,,"nns","cracks"
33,,,"nnp","Marc"
6,,,"nn","Darline"
2,,,"nn","dina"
2,,,"nnp","Paz"
1,,,"nnp","Karl"
2,,,"nn","Pep"
1,,,"nn","Fedor"
5,,,"nns","residents"
1,,,"nn","TEXTE"
1,,,"nn","dawinie"
2,,,"nn","ang"
1,,,"nn","SEGUIN"
22,,,"nnp","Nap"
1,,,"nn","koridor"
9,,,"nn","environ"
5,,,"nn","lon=-"
1,,,"nn","CHACHA"
1,,,"nnp","Line"
8,,,"nns","mountains"
2,,,"nn","anpeche"
1,,,"nn","Tahoma"
1,,,"nn","oc"
1,,,"nn","PIVERT"
2,,,"nn","deb*jeman"
9,,,"nn","floor"
1,,,"nn","subvenir"
1,,,"nn","anpri"
2,,,"nn","moinpagenmang"
1,,,"nn","Becky"
1,,,"nn","GUELSON"
1,,,"nn","pov"
5,,,"nnps","Motors"
1,,,"nnp","Philip"
1,,,"nn","AHITI"
1,,,"nn","soufrans"
2,,,"nn","silvou"
1,,,"nn","searsfab"
1,,,"nn","Leriche"
11,,,"nn","travail"
6,,,"nn","dòmi"
1,,,"nn","fenol"
2,,,"nn","cheri"
1,,,"nn","PREDAYE"
1,,,"nnp","Ship"
11,,,"nns","Babies"
7,,,"nn","Père"
1,,,"nn","kouche"
129,,,"nn","location"
2,,,"nns","Lourdes"
1,,,"nn","-way"
12,,,"nn","bwe"
3,,,"nn","manj*"
1,,,"nn","Dieuner"
1,,,"nn","monseigneuillou"
2,,,"nn","tion"
2,,,"nn","HALLO"
2,,,"nn","Saint-Gerard"
2,,,"nns","Routes"
1,,,"nn","Jean-Julmé"
5,,,"nns","produits"
54,,,"nnp","Medical"
4,,,"nnp","Hill"
1,,,"nn","Benoit---"
7,,,"nnp","City"
1,,,"nn","PLAZA"
1,,,"nn","Garnel"
1,,,"nn","kire"
1,,,"nn","Depatmam"
21,,,"nn","sitou"
2,,,"nnp","PRI"
2,,,"nn","NCA"
1,,,"nn","iReport"
1,,,"nn","p-a-p"
1,,,"nn","GANGRENE"
9,,,"nn","noel"
4,,,"nnp","Child"
1,,,"nn","VOUTE"
1,,,"nn","comunity"
1,,,"nn","Sender"
1,,,"nn","fixation"
1,,,"nn","Joelle"
1,,,"nn","ZABULON"
1,,,"nn","Deita"
26,,,"nnp","Centre"
2,,,"nn","granmou"
7,,,"nn","lavi"
1,,,"nn","neice"
1,,,"nn","electrique"
1,,,"nn","Wilso"
6,,,"nnp","Doctor"
4,,,"nn","ruyel"
121,,,"nn","ta"
1,,,"nn","venide"
1,,,"nnp","Sergio"
24,,,"nn","can\"
1,,,"nn","logistik"
1,,,"nn","csv"
1,,,"nn","dolympic"
13,,,"nn","bolosse"
1,,,"nn","anseyan"
1,,,"nns","Cypres"
1,,,"nn","louveti"
2,,,"nn","Enoc"
1,,,"nn","monoit@yahoo"
1,,,"nn","soir"
1,,,"nn","Place]"
1,,,"nn","mamann"
4,,,"nn","leonard"
1,,,"nnp","Central"
1,,,"nn","-au-"
13,,,"nns","CHILDREN"
2,,,"nn","y*swa"
1,,,"nn","JEan-Paul"
1,,,"nn","matière"
7,,,"nn","ENFANTS"
3,,,"nn","JACQUES"
1,,,"nns","aunts"
1,,,"nn","etoile"
3,,,"nns","gracias"
1,,,"nn","helpand"
18,,,"nnp","Christ"
1,,,"nns","shifts"
1,,,"nn","Jehova"
1,,,"nn","Wislie"
19,,,"nn","ekri"
96,,,"nn","kraze"
1,,,"nn","Ancernio"
120,,,"nn","contact"
1,,,"nn","diligence"
2,,,"nns","Jaqcues"
1,,,"nn","Saint-Gérard"
1,,,"nn","DeJacquet"
1,,,"nn","Dékayet"
6,,,"nns","bars"
8,,,"nn","hand"
9,,,"nn","demand"
1,,,"nnp","Corey"
1,,,"nn","Canadeau"
3,,,"nn","dat"
1,,,"nn","lentery"
1,,,"nn","ONF-seisme-Haiti"
1,,,"nnp","Lane"
11,,,"nn","Matye"
3,,,"nn","sicot"
1,,,"nn","Eb"
1,,,"nns","lis"
1,,,"nn","CRY"
1,,,"nns","Soleil-has"
1,,,"nn","Indias”-"
1,,,"nn","uebh"
1,,,"nn","n="
1,,,"nn","ZSEM"
1,,,"nn","moderne"
2,,,"nn","cul-de-sac"
6,,,"nns","Reports"
2,,,"nn","Mousin"
1,,,"nn","airspace"
1,,,"nn","HABIT"
1,,,"nnp","Doc"
1,,,"nns","villages"
1,,,"nn","éd"
1,,,"nn","Elna"
1,,,"nn","veil"
1,,,"nn","Allo"
1,,,"nn","kouzen"
2,,,"FW","pointe"
1,,,"nn","enfòmasyon"
2,,,"nn","platon"
1,,,"nn","PORTAUPRINCE"
4,,,"nnp","Guillaume"
1,,,"nn","poblèm"
4,,,"nnps","Americans"
15,,,"nn","ren"
1,,,"nn","picleciel@yahoo"
3,,,"nnp","FM"
2,,,"nn","senfl"
1,,,"nn","willend"
1,,,"nn","populatyon"
2,,,"nn","plaît"
1,,,"nn","dimanch"
1,,,"nns","minis"
1,,,"nn","toothache"
2,,,"nn","BANDAGE"
1,,,"nn","humaniste"
3,,,"nn","refije"
2,,,"nn","encore"
4,,,"nn","tikovto"
1,,,"nn","carefou"
8,,,"nn","dokte"
2,,,"nn","Fayo"
9,,,"nn","Adress"
1,,,"nn","petyon-vil"
20,,,"nns","Puits"
1,,,"nn","reynaud-"
2,,,"nn","pami"
1,,,"nn","Kamarad"
51,,,"nn","center"
1,,,"nn","QUELQU"
1,,,"nn","HABITACLE"
3,,,"nns","Anis"
2,,,"nn","laza"
3,,,"nn","DIRIJAN"
1,,,"nn","cream"
4,,,"nnp","Boulevard"
1,,,"nn","Ricado"
2,,,"nn","croix-des-Bouquets"
6,,,"nn","kab"
5,,,"nns","Supplies"
1,,,"nn","AJ"
2,,,"nn","swit"
2,,,"nn","stephanie"
1,,,"nn","DECIUS"
4,,,"nn","kif*"
3,,,"nnp","Cuba"
1,,,"nn","putrid"
1,,,"nn","oubiyen"
3,,,"nn","BATRONI"
1,,,"nns","clos"
3,,,"nnp","Schools"
1,,,"nn","barbancourt"
1,,,"nn","malere"
11,,,"nn","Haitien"
2,,,"nn","bor"
1,,,"FW","PRO"
1,,,"nnp","Peralta"
2,,,"nnp","Johns"
1,,,"nn","-----------------------------------------------------------------------------------------Hello"
4,,,"nn","world"
1,,,"nn","Mapbyenkontanpoumtaedenansansoumandemnan"
1,,,"nn","facter"
1,,,"nns","Savanne-Dubois"
60,,,"nnp","Croix"
1,,,"nn","INTERIEUR"
1,,,"nn","resp"
1,,,"nn","Siloye"
7,,,"nns","peas"
9,,,"nn","fanmim"
5,,,"nn","estime"
1,,,"nns","**This"
2,,,"nn","fel"
2,,,"nn","Petit-Riviere"
1,,,"nn","dispar"
2,,,"nnp","Property"
47,,,"nn","avenue"
1,,,"nn","KATHIE"
1,,,"nn","Probl"
1,,,"nns","towers"
22,,,"nn","ank"
2,,,"nns","Cookies"
1,,,"nn","temwen"
1,,,"nn","Louv"
1,,,"nn","valou"
1,,,"nn","Au-"
1,,,"FW","chien"
1,,,"nn","NOUNAN"
5,,,"nn","have"
2,,,"nn","fakilte"
2,,,"nn","-storey"
3,,,"nn","MWAYEN"
2,,,"nn","THIRST"
1,,,"nn","Jean-Joseph"
2,,,"FW","fille"
1,,,"nn","erla"
1,,,"nn","sixteen"
2,,,"nn","Lageurre"
1,,,"nns","deads"
1,,,"nn","Galerie"
1,,,"nn","poufòsnou"
1,,,"nn","withoout"
1,,,"nn","****ACIERIE"
1,,,"nn","cecile"
1,,,"nn","SMITH"
1,,,"nn","NNW"
1,,,"nn","Janie"
1,,,"nn","Maritsa"
1,,,"nn","Stanel"
1,,,"nns","furnitures"
2,,,"nn","vu"
1,,,"nn","jfievre@ifc"
1,,,"nns","inmates"
2,,,"nn","croix-des-mission"
1,,,"nn","zor"
1,,,"nn","tavin"
2,,,"nn","Soulouque"
1,,,"nn","Batraville"
1,,,"nn","è"
3,,,"nnp","Site"
4,,,"nn","IAE"
1,,,"nn","eu"
1,,,"nn","Lyndsay"
1,,,"nn","PFabien"
1,,,"nn","ROUJ"
1,,,"nn","delege"
15,,,"nn","mom"
16,,,"nn","citizen"
30,,,"nnp","Bois"
1,,,"nn","prosesis"
4,,,"nn","Altidor"
1,,,"nn","kano"
4,,,"nn","track"
1,,,"nn","servailance"
3,,,"nns","prayers"
2,,,"nns","purposes"
10,,,"nn","achte"
4,,,"nn","gonavyen"
1,,,"nn","sekayyonzanmimapf"
1,,,"nn","answit"
1,,,"nns","enceintes"
1,,,"nn","MARCADIEU"
1,,,"nn","terrain”"
2,,,"nns","blockades"
1,,,"nn","@hazelandsweet"
1,,,"nn","cote-plage"
2,,,"nnp","Avec"
1,,,"nn","hn"
1,,,"nns","cutters"
11,,,"nns","girls"
1,,,"nns","DUNES"
4,,,"nn","Coppée"
1,,,"nn","VY"
3,,,"nn","profit"
1,,,"nn","DRINK"
1,,,"nn","silvous"
2,,,"nn","Eriston"
1,,,"nn","Diaquoi"
4,,,"nn","ger"
5,,,"nn","SOUFRI"
2,,,"nn","porque"
1,,,"nnp","Andrea"
1,,,"nn","TABARE"
1,,,"nns","Loubens"
7,,,"nn","Darbonne"
1,,,"nn","saj"
1,,,"nn","batravil"
3,,,"nn","Marilourde"
1,,,"nn","s*lman"
2,,,"nn","mahoti"
1,,,"nn","Grégory"
4,,,"nn","miragoane"
17,,,"nn","pl"
1,,,"nn","pourrez"
2,,,"nn","samuel"
1,,,"nn","kolèj"
2,,,"nns","pounds"
2,,,"nn","MONSANTO"
1,,,"nn","fri"
1,,,"nns","Missionaries"
3,,,"nn","ami"
1,,,"nn","thak"
94,,,"nn","svp"
1,,,"nnp","Lazare"
1,,,"nn","solei"
1,,,"nn","sens"
5,,,"nn","displacement"
1,,,"nn","atansyonw"
3,,,"nn","wesley"
1,,,"nn","Surface"
1,,,"nn","Rafadek"
22,,,"nn","pm"
1,,,"nn","Vasicate"
1,,,"nn","Logand"
3,,,"nn","Paule"
1,,,"nn","Marie-Renee"
3,,,"nn","vessel"
1,,,"nn","sinouvle"
1,,,"nnp","Netherlands"
1,,,"nn","lafewone"
1,,,"nn","Rope"
1,,,"nn","PWOVENS"
2,,,"nn","fondbrach"
1,,,"nn","iam"
1,,,"nn","lalin"
1,,,"nn","Hospitalier"
1,,,"nn","Pako"
1,,,"nn","cedwan"
9,,,"nn","Carefour"
1,,,"nn","gedeyoo"
1,,,"nnp","Division"
2,,,"nn","club"
1,,,"nn","sunset"
1,,,"nn","sismo"
9,,,"nn","cette"
6,,,"nn","valley"
1,,,"nn","txt"
1,,,"nn","Guinsmarc"
1,,,"nn","JOHNY"
2,,,"nn","Syon"
1,,,"nn","ALIMENTAIRES"
5,,,"nnp","Mateo"
1,,,"nn","*d*m"
1,,,"nn","odor"
2,,,"nn","louv*ti"
1,,,"nn","Friztner"
4,,,"nnp","William"
6,,,"nn","maryani"
1,,,"nn","nanb"
9,,,"nn","Yvenor"
1,,,"nn","[Source"
1,,,"nnp","Prisoners"
1,,,"nn","reachable"
5,,,"nn","rt"
1,,,"nn","someo"
2,,,"nn","DELICE"
1,,,"nn","OJADED"
6,,,"nn","PEDI"
1,,,"nn","Manman"
2,,,"nn","Président"
2,,,"nn","VINI"
1,,,"nn","am-"
3,,,"nn","follow-up"
3,,,"nns","locals"
2,,,"nns","bandages"
1,,,"nn","Boucif"
1,,,"nn","Laferone"
2,,,"nn","Honorat"
2,,,"nn","FIEV"
1,,,"nn","juleme"
3,,,"nn","maranata"
1,,,"nn","forrigo"
354,,,"nn","Mwen"
2,,,"nn","anwo"
1,,,"nn","Flue"
1,,,"nns","grandparents"
12,,,"nnp","Jerome"
1,,,"nns","Ogis"
2,,,"nn","Relem"
1,,,"nn","WYNC"
1,,,"nn","log"
2,,,"nn","Ozana"
3,,,"nn","medecin"
2,,,"nn","Exp"
22,,,"nn","responsab"
10,,,"nn","eden"
4,,,"nn","decopin"
1,,,"nn","BABY"
1,,,"nn","HANDICAPE"
3,,,"nn","Lucienne"
1,,,"nn","stp"
1,,,"nn","lougawou"
2,,,"nn","tl"
32,,,"nn","merci"
3,,,"nn","PAHO"
4,,,"nn","pasteur"
1,,,"nn","ANFAS"
6,,,"nns","pis"
1,,,"nn","P*tyonvil"
1,,,"nns","irinnews"
3,,,"nn","correspondent"
2,,,"nn","bldg"
1,,,"nn","iphone"
2,,,"nn","BRUNACHE"
4,,,"nn","PERSONNES"
13,,,"nn","POUM"
3,,,"nn","Lamour"
2,,,"nn","highway"
2,,,"nn","NOUPAGEN"
1,,,"nn","menaj"
34,,,"nn","lma"
1,,,"nn","sos@globalgracemissions"
3,,,"nn","galile"
1,,,"nn","bliy*"
1,,,"nn","Mina&quot"
2,,,"nn","Ganthier"
2,,,"nn","florida"
1,,,"nn","Renette"
1,,,"nn","PASKEN"
1,,,"FW","MEM"
1,,,"nn","ectension"
1,,,"nn","onn"
51,,,"nnp","Les"
1,,,"nn","male-"
1,,,"nn","prekosyon"
1,,,"nn","riz"
1,,,"nn","MONATHA"
1,,,"nn","Azile"
1,,,"nn","beudet"
1,,,"nns","petiplas"
2,,,"nns","talks"
1,,,"nn","MEMBER"
11,,,"nn","vinn"
1,,,"nn","antann"
1,,,"nn","Z*n"
1,,,"nn","Edeline"
1,,,"nn","Paison"
3,,,"nn","n°"
1,,,"nn","tosab"
1,,,"nn","safety"
1,,,"nn","vomisman"
1,,,"nn","adventiste"
1,,,"nns","coupables"
2,,,"nn","celestin"
1,,,"nn","cbs-"
2,,,"nn","latrinite"
1,,,"nn","Yousmène"
1,,,"nn","CERIN"
1,,,"nnp","Commerce"
1,,,"nn","DUFORT"
1,,,"nn","Le_Jacmelien"
2,,,"nn","BOYE"
1,,,"nn","exgsavier"
5,,,"nn","jif"
1,,,"nnp","HIS"
1,,,"nns","brushes"
1,,,"nn","daiper"
1,,,"nn","dande"
2,,,"nn","ank*"
4,,,"nns","buses"
9,,,"nn","ayisyen"
3,,,"nns","anons"
45,,,"nns","lives"
1,,,"nn","u-turn"
9,,,"nnp","Richard"
2,,,"nns","vereus"
1,,,"nn","senmaten"
5,,,"nns","planes"
2,,,"nn","enn"
1,,,"nn","angel"
4,,,"nnp","Anne"
4,,,"nn","openstreetmap"
7,,,"nns","agencies"
1,,,"nnps","Representatives"
5,,,"nn","prolon"
1,,,"nn","Noze"
4,,,"nn","Garnier"
1,,,"nn","SODEK"
1,,,"nn","ducoste"
5,,,"nns","freres"
1,,,"nn","Boisverna"
4,,,"nn","BO"
1,,,"nn","distroy"
3,,,"nn","charter"
5,,,"nn","elle"
4,,,"nnp","Canaan"
1,,,"nn","PM]"
1,,,"nn","Turbé"
1,,,"nn","mdmd"
1,,,"nn","orphenage"
3,,,"nn","droite"
12,,,"nn","sot"
1,,,"nn","ttraynor@gmail"
5,,,"nn","posede"
1,,,"nnp","Support"
1,,,"nn","ANNOUNCEMENT"
1,,,"nn","mid-sentence"
1,,,"nn","farine"
3,,,"nn","hatt"
2,,,"nn","reconstruction"
1,,,"nn","André"
5,,,"FW","jai"
1,,,"nn","observation"
1,,,"nns","goats"
1,,,"nns","cereals"
1,,,"nn","tion-Ville"
1,,,"nns","Blue-Hills"
1,,,"nns","indelmas"
21,,,"nn","station"
1,,,"nn","populatio"
9,,,"nn","unit"
7,,,"nns","bus"
1,,,"nn","Guerda"
1,,,"nn","MAK"
1,,,"nn","Bande-du-Nord"
3,,,"nn","FRANCOIS"
4,,,"nnp","Crisis"
1,,,"nn","JOVANI"
5,,,"nnp","Alexandra"
1,,,"nn","chacha"
2,,,"nnp","Brandy"
3,,,"nn","acra"
1,,,"nn","Lamerik"
1,,,"nn","Webert"
1,,,"nn","medkaman"
3,,,"nn","Desvarieux"
1,,,"nns","rps"
2,,,"nn","jeff"
1,,,"nn","plč"
4,,,"nn","Plaisance"
2,,,"nn","ow"
1,,,"nn","Kendeland"
1,,,"nn","zwit"
1,,,"nn","egzod"
2,,,"nn","Badio"
2,,,"nn","milot"
1,,,"nn","seisme-"
4,,,"nnp","Tom"
1,,,"nn","fokmwengenminitsoutelefonmwen"
4,,,"nn","Rony"
1,,,"nn","Moussignac"
1,,,"nn","KREYE"
1,,,"nn","humiliate"
1,,,"nn","Laurencine"
1,,,"nn","Feb-"
1,,,"nn","~~~~~~~~~~~~~~~~~~~~"
3,,,"nns","CATHETERS"
3,,,"nn","interchange"
4,,,"nnp","Harry"
5,,,"nn","MARTISSANT"
2,,,"nns","denis"
1,,,"nn","cuz"
1,,,"nnp","Po"
1,,,"nn","dorin"
1,,,"nn","Micky\"
2,,,"nns","Pridens"
2,,,"nnp","Jack"
4,,,"nn","DABON"
9,,,"nn","Heartline"
1,,,"nn","mouche"
1,,,"nn","archille"
4,,,"nn","originale"
11,,,"nn","dokt"
1,,,"nn","avril"
2,,,"nn","picture"
25,,,"nn","HAITI"
1,,,"nn","grand-goave"
371,,,"nnp","Rue"
1,,,"nn","deland"
39,,,"nn","jou"
1,,,"nn","exsonne"
59,,,"nn","D"
1,,,"nn","transmission"
1,,,"nn","Kenia"
3,,,"nn","level"
27,,,"nn","Vert"
7,,,"nn","countryside"
4,,,"nns","Delams"
10,,,"nn","reimbursement"
1,,,"nn","livein"
5,,,"nn","Zanmi"
1,,,"nn","DAMIER"
31,,,"nn","brother"
8,,,"nn","week"
1,,,"FW","Sur"
1,,,"nn","ju"
3,,,"nn","Surena"
1,,,"nn","Placide"
1,,,"nns","buidings"
8,,,"nn","espesyalman"
1,,,"nn","lakolin"
24,,,"nns","locations"
2,,,"nn","dimanche"
1,,,"nnp","Hector"
1,,,"nn","Josué"
5,,,"nnp","PAUL"
3,,,"nnp","Complex"
7,,,"nnp","Gabriel"
2,,,"nn","mackendev@yahoo"
1,,,"nn","Trevil"
1,,,"nn","janvy"
9,,,"nn","madan"
1,,,"nn","Tivotene&quot"
1,,,"nns","dolars"
3,,,"nn","Primature"
1,,,"nnp","Kok"
1,,,"nns","results"
2,,,"nn","somebody"
1,,,"nn","ateri"
2,,,"nn","mind"
1,,,"nns","Aidez-nous"
1,,,"nn","mouo"
20,,,"nn","maison"
2,,,"nn","chambon"
2,,,"nn","Dugazon"
1,,,"nn","-ooo"
9,,,"nn","p-au-p"
2,,,"nn","petibwa"
1,,,"nns","Certains"
3,,,"nn","bourdon"
2,,,"nnps","Brothers"
3,,,"nn","KWADEBOUKE"
2,,,"nn","ALIX"
6,,,"nn","comity"
1,,,"nn","ekipman"
2,,,"nn","toll"
1,,,"nn","DIZAINES"
1,,,"nn","DEYE"
2,,,"nn","MOCDEP"
1,,,"nn","michaelle"
2,,,"nn","DEROSENA"
1,,,"nn","henrythose"
1,,,"nn","janrab"
1,,,"nns","wheelchairs"
1,,,"nnp","Caprice"
1,,,"nn","vitim"
3,,,"nn","trouv"
1,,,"nn","CHLOROX"
4,,,"nn","prie"
1,,,"nn","amener"
2,,,"nn","luck"
1,,,"nn","largent"
1,,,"nn","tanprivoye"
1,,,"nn","espère"
1,,,"nn","pôtopr"
1,,,"nn","Lisborough"
3,,,"nn","Auguste"
3,,,"nnp","Night"
1,,,"nn","@jodinescorner"
1,,,"nn","OGiS"
1,,,"nnp","DEL"
3,,,"nnp","Sen"
3,,,"nn","Lasante"
2,,,"nn","ONA"
1,,,"nn","kiblese"
1,,,"nn","hasn’t"
1,,,"nn","finansy"
2,,,"nn","ROBINSON"
1,,,"nn","consommation"
3,,,"nn","SOTI"
1,,,"nn","Professeur"
1,,,"nn","Aisle"
1,,,"nn","nsapou"
1,,,"nn","dLGC"
1,,,"nnp","Laura"
2,,,"nn","Tijo"
1,,,"nn","GUinsmarc"
1,,,"nns","mounes"
1,,,"nn","vol*"
12,,,"nn","DARILUS"
3,,,"nns","lanterns"
1,,,"nn","GlobalMedic"
2,,,"nn","silvouple"
1,,,"nn","skull"
3,,,"nn","grip"
1,,,"nns","capabilities"
1,,,"nn","t="
183,,,"nns","Notes"
1,,,"nns","Kaliks"
1,,,"nns","Pacius"
4,,,"nn","BAG"
1,,,"nn","Maglwar"
14,,,"nn","beni"
1,,,"nn","pè"
2,,,"nn","Jonassaint"
2,,,"nnp","MO"
1,,,"nn","prise"
1,,,"nn","POUYO"
1,,,"nn","shop"
3,,,"nn","charite"
1,,,"nns","ambulances"
3,,,"nn","pagin"
1,,,"nn","aktyélman"
19,,,"nn","Rte"
1,,,"nn","plik"
1,,,"nn","PEUVENT"
3,,,"nns","SYRINGES"
1,,,"nn","enthusiasm"
1,,,"nn","FEVRIER"
1,,,"nn","flite"
1,,,"nn","sinistr*"
6,,,"nns","georges"
1,,,"nn","somon"
1,,,"nn","resse"
1,,,"nn","Fontamura"
1,,,"nn","située"
1,,,"nn","Evagelique"
2,,,"nn","tik"
2,,,"nn","hub"
1,,,"nn","majority"
1,,,"nn","COULANGES"
1,,,"nn","LATIBONI"
1,,,"nn","BATTERY"
3,,,"nns","narcotics"
1,,,"nn","casimir"
1,,,"nnp","Pointe"
1,,,"nn","souchet"
1,,,"nn","debussy"
1,,,"nn","contakte"
1,,,"nn","possession"
1,,,"nn","@polycarpe"
3,,,"nn","miki"
2,,,"nn","doesnt"
1,,,"nn","MARGARETTE"
1,,,"nn","JB"
12,,,"nnp","Radio"
1304,,,"nn","food"
1,,,"nn","ek"
2,,,"nns","infos"
2,,,"nn","Caiman"
4,,,"nn","Ketlie"
1,,,"nn","guerda"
4,,,"nns","degrees"
1,,,"nn","sufer"
2,,,"nn","twoubadou"
1,,,"nn","MEDIMAN"
1,,,"nn","Taciana"
8,,,"nns","childrens"
1,,,"nn","Diri"
2,,,"nn","donte"
1,,,"nn","P-O-P"
1,,,"nn","doctor\"
1,,,"nns","tubes"
12,,,"nn","region"
6,,,"nn","*ske"
1,,,"nn","labiche"
2,,,"nn","luther"
1,,,"nn","pasel"
1,,,"nn","discrimination"
1,,,"nn","MESSAGE***"
1,,,"nn","sité"
15,,,"nn","bezyen"
5,,,"nn","recieve"
2,,,"nn","moute"
1,,,"nnp","Elsie"
1,,,"nn","waitin"
1,,,"nn","CES"
8,,,"nn","d*lma"
1,,,"nn","ose-ANdre"
1,,,"nn","KISOTI"
2,,,"nn","kilometer"
1,,,"nn","PIERRE-CANEL"
1,,,"nn","yonmo"
6,,,"nn","Froid"
1,,,"nn","ENTENE"
1,,,"nn","anhy"
5,,,"nnp","Jackson"
1,,,"nn","côte_plage"
5,,,"nn","RIGHT"
1,,,"nn","Amulca"
4,,,"nns","mothers"
4,,,"nn","prenom"
5,,,"nn","IMPAS"
1,,,"nn","kipran"
4,,,"nn","sort"
3,,,"nn","sovem"
1,,,"nn","Letendre"
1,,,"nn","OMOUN"
1,,,"nn","beca"
1,,,"nn","fb"
2,,,"nn","Ilove"
1,,,"nnp","Ashley"
6,,,"nn","sign"
1,,,"nn","ZS"
25,,,"nn","–"
1,,,"nn","Hightower"
1,,,"nns","topics"
1,,,"nn","haiti’s-only-wheat-mill-inoperable"
1,,,"nn","Divivier"
5,,,"nn","chaje"
1,,,"nns","projects"
1,,,"nn","corn-soy"
1,,,"nn","Mackenzy"
1,,,"nn","fanmiw"
1,,,"nn","LASCAHOBAS"
46,,,"nn","medication"
2,,,"nns","obstacles"
4,,,"nn","Peguy"
1,,,"nns","hurricanes"
5,,,"nn","mizer"
6,,,"nn","alliana"
2,,,"nns","lors"
1,,,"nns","bruises"
3,,,"nn","sonje"
3,,,"nnp","Army"
1,,,"nn","am"
2,,,"nn","monopol"
7,,,"nn","CONTACT"
1,,,"nnp","Randy"
1,,,"nn","Boyfriend"
6,,,"nn","benefisye"
1,,,"nn","NECESSAIRE"
1,,,"nn","Ceresier"
2,,,"nn","collapse"
3,,,"nnp","County"
2,,,"nn","RAY"
2,,,"nn","caoutchouc"
3,,,"nn","Boutillier"
1,,,"nn","metla"
1,,,"nn","nord"
1,,,"nn","distenge"
2,,,"nn","ZICOT"
2,,,"nn","AMPICILLIN"
17,,,"nn","nom"
95,,,"nn","&amp"
2,,,"nn","pret"
71,,,"nn","care"
1,,,"nn","HAITIAN"
3,,,"nn","jounen"
1,,,"nn","Mathon"
1,,,"nn","renseigner"
1,,,"nn","cook"
1,,,"nn","jose"
1,,,"nns","Galets"
1,,,"nnps","Angels"
1,,,"nn","jrhoads@mfkhaiti"
1,,,"nns","Nirtilus"
1,,,"nn","konfye"
1,,,"nn","ITE"
2,,,"nns","tantes"
1,,,"nn","pkap"
1,,,"nn","Namphy"
1,,,"nn","mikrob"
2,,,"nn","SOEURS"
1,,,"nn","Overview"
1,,,"nns","specialists"
1,,,"nn","Saint-Antoine"
3,,,"nn","Mahoti"
1,,,"nn","EVERYBODY"
1,,,"nn","manb"
1,,,"nn","PAKONN"
6,,,"nn","jam"
2,,,"nn","maisons"
2,,,"nn","FRANCAIS"
1,,,"nns","motorcycles"
1,,,"nn","emphasis"
1,,,"nn","truckload"
5,,,"nn","ameriken"
1,,,"nn","redwi"
2,,,"nn","evanglik"
1,,,"nn","Kontakte"
2,,,"nn","Lacul"
1,,,"nn","Mackendi"
2,,,"nn","apostolik"
5,,,"nnp","Arthur"
2,,,"nn","poukisa"
1,,,"nn","\Petit"
3,,,"nnp","Baby"
2,,,"nn","autonome"
3,,,"nn","JAK"
2,,,"nn","Polytechnique"
1,,,"nn","Tenpri"
1,,,"nn","seyizm"
1,,,"nn","utm_campaign=twitter"
1,,,"nn","FRED"
1,,,"nn","GHISLAINE"
1,,,"nnp","FIGHT"
2,,,"nn","BONNET"
2,,,"nn","TURGEAU"
4,,,"nn","gonayv"
1,,,"nn","MANJÉ"
1,,,"nn","Jacxlard"
1,,,"nn","Peguy-Ville"
1,,,"nn","dezil"
4,,,"nn","été"
3,,,"nn","enyen"
1,,,"nns","souls"
1,,,"nn","Arnoux"
637,,,"nn","~~~"
1,,,"nn","JEUNE"
2,,,"nn","kirele"
8,,,"nn","BAPTISTE"
1,,,"nn","mezan"
3,,,"nn","vwa"
1,,,"nnp","Sable"
1,,,"nn","parole"
2,,,"nn","Cosquer"
3,,,"nn","gauze"
2,,,"nn","Manje"
18,,,"nnp","Des"
1,,,"nn","Zidor"
1,,,"nn","HIER"
1,,,"nn","loge"
3,,,"nn","ANBA"
1,,,"nn","－＞"
1,,,"nn","Gonayiv"
3,,,"nns","gros"
1,,,"nn","kita"
3,,,"nn","guest"
2,,,"nnp","Gregory"
1,,,"nn","paysans"
1,,,"nn","fera"
2,,,"nn","Boisrond"
1,,,"nns","avenues"
2,,,"nn","KWAd"
1,,,"nn","unilt"
2,,,"nn","gerald"
1,,,"nn","ABRI"
3,,,"nnp","Weather"
1,,,"nnp","Institution"
